topic_id;tokens1_19;match;ngramms;profondeur;BT1;MT;Domain;COMMENTAIRES
EU_en_Pres3-100_54;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_54;;periodical;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_54;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres3-100_54;;;;;;;;
EU_en_Pres3-100_55;will|average|situation|demand|increased|prices|total|reduction|trend|reduced|period|higher|production|countries|NA|NA|NA|NA|NA;will;1;3;transfer of property;MT 1211 civil law;12 LAW;
EU_en_Pres3-100_55;;demand;1;1;demand;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_55;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_55;;periodical;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_55;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres3-100_55;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres3-100_55;;;;;;;;
EU_en_Pres3-100_56;butter|licences|tonnes|embargo|refunds|issued|financial|zealand|control|budget|refund|point|exported|import|NA|NA|NA|NA|NA;butter;1;2;milk product;MT 6016 processed agricultural produce;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_56;;embargo;1;2;international affairs;MT 0806 international affairs;08 INTERNATIONAL RELATIONS;
EU_en_Pres3-100_56;;budget;1;2;budget policy;MT 2436 public finance and budget policy;24 FINANCE;
EU_en_Pres3-100_56;;export;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_56;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_56;;;;;;;;
EU_en_Pres3-100_57;garments|community|cotton|crocheted|outer|elastic|man|wool|rubberized|yarn|women|articles|goods|men|NA|NA|NA|NA|NA;cotton;1;2;textile plant;MT 6006 plant product;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_57;;man;1;3;distribution by sex;MT 2816 demography and population;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_57;;wool;1;2;animal product;MT 6011 animal product;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_57;;women;1;3;distribution by sex;MT 2816 demography and population;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_57;;men;1;3;distribution by sex;MT 2816 demography and population;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_57;;;;;;;;
EU_en_Pres3-100_58;financial|expenses|equipment|office|budget|social|year|committee|allowances|general|regulations|posts|communities|article|NA|NA|NA|NA|NA;budget;1;2;budget policy;MT 2436 public finance and budget policy;24 FINANCE;
EU_en_Pres3-100_58;;socialism;1;2;political ideology;MT 0406 political framework;04 POLITICS;
EU_en_Pres3-100_58;;committee ;1;2;EU office or agency;MT 1006 EU institutions and European civil service;10 EUROPEAN UNION;
EU_en_Pres3-100_58;;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres3-100_58;;post;1;3;postal and telecommunications services;MT 3226 communications;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_58;;financial year;2;2;implementation of the budget;MT 2441 budget;24 FINANCE;
EU_en_Pres3-100_58;;financial regulation;2;2;public finance;MT 2436 public finance and budget policy;24 FINANCE;
EU_en_Pres3-100_58;;;;;;;;
EU_en_Pres3-100_59;sea|international|concerning|conference|area|areas|pollution|council|recommendation|mediterranean|meeting|protected|marine|united|NA|NA|NA|NA|NA;sea;1;2;geophysical environment;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres3-100_59;;conference;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_59;;pollutant;1;2;nuisance;MT 5216 deterioration of the environment;52 ENVIRONMENT;
EU_en_Pres3-100_59;;recommendation;1;2;international instrument;MT 0806 international affairs;08 INTERNATIONAL RELATIONS;
EU_en_Pres3-100_59;;Mediterranean;1;3;sea;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres3-100_59;;;;;;;;
EU_en_Pres3-100_60;proposal|community|european|applicable|economic|establishing|amended|treaty|commission|force|application|period|rules|amending|NA|NA|NA|NA|NA;proposal ;1;3;drafting of EU law;MT 1011 European Union law;10 EUROPEAN UNION;
EU_en_Pres3-100_60;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_60;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres3-100_60;;establishment;1;2;company structure;MT 4006 business organisation;40 BUSINESS AND COMPETITION;
EU_en_Pres3-100_60;;amendment;1;2;legislative procedure;MT 0426 parliamentary proceedings;04 POLITICS;
EU_en_Pres3-100_60;;periodical;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_60;;ruling;1;1;ruling;MT 1221 justice;12 LAW;
EU_en_Pres3-100_60;;amendment;1;2;legislative procedure;MT 0426 parliamentary proceedings;04 POLITICS;
EU_en_Pres3-100_60;;European Communities;2;1;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_60;;;;;;;;
EU_en_Pres3-100_61;description|free|machines|Africa|machinery|wire|steel|tools|glass|commonly|plates|european|concessions|item|NA|NA|NA|NA|NA;Africa;1;1;Africa;MT 7221 Africa;72 GEOGRAPHY;
EU_en_Pres3-100_61;;wire;1;3;non-flat product;MT 6411 technology and technical regulations;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres3-100_61;;steel;1;3;iron and steel product;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres3-100_61;;glass;1;3;glass industry;MT 6811 chemistry;68 INDUSTRY;
EU_en_Pres3-100_61;;plate;1;3;flat product;MT 6411 technology and technical regulations;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres3-100_61;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_61;;;;;;;;
EU_en_Pres3-100_62;Yugoslavia|annex|paper|listed|duties|glass|community|article|heading|articles|agreement|wood|including|originating|NA|NA|NA|NA|NA;Yugoslavia;1;2;former socialist countries;MT 7236 political geography;72 GEOGRAPHY;
EU_en_Pres3-100_62;;paper;1;3;pulp and paper industry;MT 6836 wood industry;68 INDUSTRY;
EU_en_Pres3-100_62;;glass;1;3;glass industry;MT 6811 chemistry;68 INDUSTRY;
EU_en_Pres3-100_62;;heading;1;3;information analysis;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_62;;agreement ;1;2;EU relations;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_62;;;;;;;;
EU_en_Pres3-100_63;provisions|paragraph|referred|concerned|provided|procedure|subject|case|laid|committee|set|time|articles|opinion|NA|NA|NA|NA|NA;provision;1;2;accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres3-100_63;;provider;1;3;Internet;MT 3226 communications;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_63;;committee ;1;2;EU office or agency;MT 1006 EU institutions and European civil service;10 EUROPEAN UNION;
EU_en_Pres3-100_63;;opinion;1;2;legislative procedure;MT 0426 parliamentary proceedings;04 POLITICS;
EU_en_Pres3-100_63;;;;;;;;
EU_en_Pres3-100_64;imports|european|manioc|Thailand|cheese|article|concerning|council|concessions|consultations|quantities|tariff|import|Indonesia|NA|NA|NA|NA|NA;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_64;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_64;;Thailand;1;2;South-East Asia;MT 7226 Asia and Oceania || MT 7231 economic geography;72 GEOGRAPHY;
EU_en_Pres3-100_64;;cheese;1;2;milk product;MT 6016 processed agricultural produce;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_64;;consultancy;1;3;service industry;MT 6846 miscellaneous industries;68 INDUSTRY;
EU_en_Pres3-100_64;;tariff;1;3;fixing of prices;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_64;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_64;;Indonesia;1;2;South-East Asia;MT 7226 Asia and Oceania || MT 7231 economic geography;72 GEOGRAPHY;
EU_en_Pres3-100_64;;;;;;;;
EU_en_Pres3-100_65;passenger|total|interest|benefits|rail|roads|road|financial|infrastructure|goods|undertakings|report|decision|State|NA|NA|NA|NA|NA;interest;1;3;cost of borrowing;MT 2416 financial institutions and credit;24 FINANCE;
EU_en_Pres3-100_65;;road;1;3;road transport;MT 4816 land transport;48 TRANSPORT;
EU_en_Pres3-100_65;;road;1;3;road transport;MT 4816 land transport;48 TRANSPORT;
EU_en_Pres3-100_65;;report;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_65;;decision;1;4;regulation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres3-100_65;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres3-100_65;;;;;;;;
EU_en_Pres3-100_66;wines|processing|spirituous|product|article|strength|produced|aromatized|sparkling|waste|quality|provisions|rules|ethyl|NA|NA|NA|NA|NA;wine;1;3;alcoholic beverage;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_66;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres3-100_66;;waste;1;1;waste;MT 5216 deterioration of the environment;52 ENVIRONMENT;
EU_en_Pres3-100_66;;provision;1;2;accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres3-100_66;;ruling;1;1;ruling;MT 1221 justice;12 LAW;
EU_en_Pres3-100_66;;;;;;;;
EU_en_Pres3-100_67;oj|community|Ecu|preliminary|draft|general|eec|regulation|entered|article|financial|commission|european|commitments|NA|NA|NA|NA|NA;Ecu;1;2;European currency;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres3-100_67;;draft;1;4;deposit money;MT 2411 monetary economics;24 FINANCE;
EU_en_Pres3-100_67;;EEC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_67;;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres3-100_67;;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_67;;;;;;;;
EU_en_Pres3-100_68;taxable|member|description|State|statistical|kind|formalities|packages|origin|document|country|procedure|arrangements|declaration|NA|NA|NA|NA|NA;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres3-100_68;;statistics;1;1;statistics;MT 1631 economic analysis;16 ECONOMICS;
EU_en_Pres3-100_68;;packaging;1;2;preparation for market;MT 2031 marketing;20 TRADE;
EU_en_Pres3-100_68;;document;1;1;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_68;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres3-100_68;;;;;;;;
EU_en_Pres3-100_69;Ecu|sugar|beneficiary|weight|fresh|annex|including|frozen|exceeding|bb|ii|excluding|chilled|content|NA|NA|NA|NA|NA;Ecu;1;2;European currency;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres3-100_69;;sugar;1;1;sugar;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_69;;;;;;;;
EU_en_Pres3-100_70;european|system|feasibility|software|support|informatics|ada|projects|applications|development|users|committee|computer|management|NA|NA|NA|NA|NA;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_70;;software;1;2;information technology industry;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_70;;informatics;1;1;informatics;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_70;;committee ;1;2;EU office or agency;MT 1006 EU institutions and European civil service;10 EUROPEAN UNION;
EU_en_Pres3-100_70;;computer;1;3;computer equipment;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_70;;management;1;1;management;MT 4021 management;40 BUSINESS AND COMPETITION;
EU_en_Pres3-100_70;;;;;;;;
EU_en_Pres3-100_71;producer|decision|industry|article|measures|organizations|member|restructuring|members|State|steel|government|marketing|granted|NA|NA|NA|NA|NA;decision;1;4;regulation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres3-100_71;;industrialization;1;2;industrial policy;MT 6806 industrial structures and policy;68 INDUSTRY;
EU_en_Pres3-100_71;;organization;1;1;organization;MT 4016 legal form of organisations;40 BUSINESS AND COMPETITION;
EU_en_Pres3-100_71;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres3-100_71;;steel;1;3;iron and steel product;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres3-100_71;;government;1;2;executive body;MT 0436 executive power and public service;04 POLITICS;
EU_en_Pres3-100_71;;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres3-100_71;;;;;;;;
EU_en_Pres3-100_72;public|air|workers|members|exposure|concentration|exposed|year|table|footnotes|form|oxides|hydroxides|compounds|NA|NA|NA|NA|NA;publication;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_72;;air;1;2;physical environment;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres3-100_72;;worker ;1;2;labour force;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres3-100_72;;concentrate;1;2;processed foodstuff;MT 6026 foodstuff;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_72;;form;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_72;;oxide;1;2;chemical compound;MT 6811 chemistry;68 INDUSTRY;
EU_en_Pres3-100_72;;hydroxide;1;2;chemical compound;MT 6811 chemistry;68 INDUSTRY;
EU_en_Pres3-100_72;;;;;;;;
EU_en_Pres3-100_73;terms|development|support|income|real|national|agriculture|rates|member|green|Ecu|trade|labour|price|NA|NA|NA|NA|NA;income;1;1;income;MT 1626 national accounts;16 ECONOMICS;
EU_en_Pres3-100_73;;nationalism;1;2;political ideology;MT 0406 political framework;04 POLITICS;
EU_en_Pres3-100_73;;agriculture;1;3;primary sector;MT 1621 economic structure;16 ECONOMICS;
EU_en_Pres3-100_73;;rates;1;2;tax on income;MT 2446 taxation;24 FINANCE;
EU_en_Pres3-100_73;;Ecu;1;2;European currency;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres3-100_73;;labourer;1;3;blue-collar worker;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres3-100_73;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_73;;terms of trade;3;3;value of trade;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_73;;;;;;;;
EU_en_Pres3-100_74;pollution|substances|mercury|quality|values|objectives|eec|protection|treatment|natural|water|proposal|soil|discharges|NA|NA|NA|NA|NA;pollutant;1;2;nuisance;MT 5216 deterioration of the environment;52 ENVIRONMENT;
EU_en_Pres3-100_74;;mercury;1;3;non-ferrous metal;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres3-100_74;;EEC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_74;;naturalization;1;3;nationality;MT 1231 international law;12 LAW;
EU_en_Pres3-100_74;;water;1;3;aquatic environment;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres3-100_74;;proposal ;1;3;drafting of EU law;MT 1011 European Union law;10 EUROPEAN UNION;
EU_en_Pres3-100_74;;water pollutant;2;3;pollutant;MT 5216 deterioration of the environment;52 ENVIRONMENT;
EU_en_Pres3-100_74;;soil pollution;2;2;pollution;MT 5216 deterioration of the environment;52 ENVIRONMENT;
EU_en_Pres3-100_74;;;;;;;;
EU_en_Pres3-100_75;exchange|letters|protocol|government|form|letter|communities|council|will|honour|confirm|parties|article|concerning|NA|NA|NA|NA|NA;letter;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_75;;Protocol ;1;2;European treaties;MT 1011 European Union law;10 EUROPEAN UNION;
EU_en_Pres3-100_75;;government;1;2;executive body;MT 0436 executive power and public service;04 POLITICS;
EU_en_Pres3-100_75;;form;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_75;;letter;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_75;;will;1;3;transfer of property;MT 1211 civil law;12 LAW;
EU_en_Pres3-100_75;;honour;1;2;social life;MT 2826 social affairs;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_75;;;;;;;;
EU_en_Pres3-100_76;medical|additional|purposes|ministers|processed|point|animal|survey|conditions|draft|water|wood|human|member|NA|NA|NA|NA|NA;medication;1;3;pharmaceutical product;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_76;;minister;1;3;government;MT 0436 executive power and public service;04 POLITICS;
EU_en_Pres3-100_76;;animism;1;2;religion;MT 2831 culture and religion;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_76;;draft;1;4;deposit money;MT 2411 monetary economics;24 FINANCE;
EU_en_Pres3-100_76;;water;1;3;aquatic environment;MT 5211 natural environment;52 ENVIRONMENT;
EU_en_Pres3-100_76;;humanities;1;1;humanities;MT 3611 humanities;36 SCIENCE;
EU_en_Pres3-100_76;;;;;;;;
EU_en_Pres3-100_77;steel|company|treaty|article|jobs|industry|area|assent|council|application|bank|conversion|iron|dm|NA|NA|NA|NA|NA;steel;1;3;iron and steel product;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres3-100_77;;industrialization;1;2;industrial policy;MT 6806 industrial structures and policy;68 INDUSTRY;
EU_en_Pres3-100_77;;assent;1;2;legislative procedure;MT 0426 parliamentary proceedings;04 POLITICS;
EU_en_Pres3-100_77;;banking;1;1;banking;MT 2416 financial institutions and credit;24 FINANCE;
EU_en_Pres3-100_77;;iron;1;3;ferrous metal;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres3-100_77;;;;;;;;
EU_en_Pres3-100_78;regional|article|specific|measures|commission|measure|aid|fund|operations|economic|zones|programmes|regulation|AIDS|NA|NA|NA|NA|NA;region;1;2;regional and local authorities;MT 0436 executive power and public service;04 POLITICS;
EU_en_Pres3-100_78;;specification;1;2;technical regulations;MT 6411 technology and technical regulations;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres3-100_78;;AIDS;1;4;sexually transmitted disease;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_78;;fund ;1;3;EU financial instrument;MT 1021 EU finance;10 EUROPEAN UNION;
EU_en_Pres3-100_78;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres3-100_78;;programmer;1;2;computer systems;MT 3236 information technology and data processing;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_78;;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres3-100_78;;AIDS;1;4;sexually transmitted disease;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_78;;;;;;;;
EU_en_Pres3-100_79;price|article|regulation|producer|products|wines|eec|distiller|distilled|quantity|alcohol|table|aid|member|NA|NA|NA|NA|NA;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_79;;regulation;1;3;legislation;MT 1206 sources and branches of the law;12 LAW;
EU_en_Pres3-100_79;;production;1;1;production;MT 6406 production;64 PRODUCTION, TECHNOLOGY AND RESEARCH;
EU_en_Pres3-100_79;;wine;1;3;alcoholic beverage;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_79;;EEC;1;2;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_79;;distillation;1;2;food technology;MT 6036 food technology;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_79;;distillation;1;2;food technology;MT 6036 food technology;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_79;;alcohol;1;3;alcoholic beverage;MT 6021 beverages and sugar;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_79;;AIDS;1;4;sexually transmitted disease;MT 2841 health;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_79;;price regulations;2;2;prices policy;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_79;;producer price;2;2;market prices;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_79;;table of prices;3;2;prices policy;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_79;;;;;;;;
EU_en_Pres3-100_80;tariffs|goods|carried|international|frontier|number|member|rules|infringements|operations|concerned|inspection|inspections|traffic|NA|NA|NA|NA|NA;tariff;1;3;fixing of prices;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_80;;frontier;1;3;territorial law;MT 1231 international law;12 LAW;
EU_en_Pres3-100_80;;ruling;1;1;ruling;MT 1221 justice;12 LAW;
EU_en_Pres3-100_80;;;;;;;;
EU_en_Pres3-100_81;solar|performance|design|task|COST|storage|participant|data|seasonal|work|country|large|scale|lead|NA|NA|NA|NA|NA;designer;1;2;communications industry;MT 3226 communications;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_81;;costing;1;2;management accounting;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres3-100_81;;storage;1;1;storage;MT 2036 distributive trades;20 TRADE;
EU_en_Pres3-100_81;;work;1;1;work;MT 4416 organisation of work and working conditions;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres3-100_81;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres3-100_81;;lead;1;3;non-ferrous metal;MT 6816 iron, steel and other metal industries;68 INDUSTRY;
EU_en_Pres3-100_81;;;;;;;;
EU_en_Pres3-100_82;community|council|quality|european|year|prices|leaf|marketing|Ecu|fixed|milk|common|economic|intervention|NA|NA|NA|NA|NA;Europeanism;1;3;European integration;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_82;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_82;;marketing;1;1;marketing;MT 2031 marketing;20 TRADE;
EU_en_Pres3-100_82;;Ecu;1;2;European currency;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres3-100_82;;milk;1;2;milk product;MT 6016 processed agricultural produce;60 AGRI-FOODSTUFFS;
EU_en_Pres3-100_82;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres3-100_82;;European Communities;2;1;European Communities;MT 1016 European construction;10 EUROPEAN UNION;
EU_en_Pres3-100_82;;Community price;2;2;prices policy;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_82;;Community market;2;2;market;MT 2006 trade policy;20 TRADE;
EU_en_Pres3-100_82;;European Council;2;2;EU institution;MT 1006 EU institutions and European civil service;10 EUROPEAN UNION;
EU_en_Pres3-100_82;;;;;;;;
EU_en_Pres3-100_83;social|investment|policies|employment|interest|rates|financial|balance|expenditure|countries|inflation|measures|economy|budget|NA|NA|NA|NA|NA;socialism;1;2;political ideology;MT 0406 political framework;04 POLITICS;
EU_en_Pres3-100_83;;investment;1;1;investment;MT 2426 financing and investment;24 FINANCE;
EU_en_Pres3-100_83;;employer;1;2;labour market;MT 4411 labour market;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres3-100_83;;interest;1;3;cost of borrowing;MT 2416 financial institutions and credit;24 FINANCE;
EU_en_Pres3-100_83;;rates;1;2;tax on income;MT 2446 taxation;24 FINANCE;
EU_en_Pres3-100_83;;expenditure;1;3;operating result;MT 4026 accounting;40 BUSINESS AND COMPETITION;
EU_en_Pres3-100_83;;in country;2;4;euro area;MT 2406 monetary relations;24 FINANCE;
EU_en_Pres3-100_83;;inflation;1;2;economic cycle;MT 1611 economic conditions;16 ECONOMICS;
EU_en_Pres3-100_83;;economy;1;1;economy;MT 1621 economic structure;16 ECONOMICS;
EU_en_Pres3-100_83;;budget;1;2;budget policy;MT 2436 public finance and budget policy;24 FINANCE;
EU_en_Pres3-100_83;;investment policy;2;2;investment;MT 2426 financing and investment;24 FINANCE;
EU_en_Pres3-100_83;;;;;;;;
EU_en_Pres3-100_84;weight|form|circuit|contained|dimensions|marking|housing|exceed|integrated|capacity|monolithic|bits|description|relating|NA|NA|NA|NA|NA;form;1;2;document;MT 3221 documentation;32 EDUCATION AND COMMUNICATIONS;
EU_en_Pres3-100_84;;container;1;3;carriage of goods;MT 4811 organisation of transport;48 TRANSPORT;
EU_en_Pres3-100_84;;housing;1;1;housing;MT 2846 construction and town planning;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_84;;;;;;;;
EU_en_Pres3-100_85;awarded|tender|nr|official|works|total|type|number|prohibition|nature|batch|withdrawal|livrance|interdiction|NA|NA|NA|NA|NA;award;1;2;social life;MT 2826 social affairs;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_85;;tendering;1;2;public contract;MT 2006 trade policy;20 TRADE;
EU_en_Pres3-100_85;;work;1;1;work;MT 4416 organisation of work and working conditions;44 EMPLOYMENT AND WORKING CONDITIONS;
EU_en_Pres3-100_85;;naturalization;1;3;nationality;MT 1231 international law;12 LAW;
EU_en_Pres3-100_85;;;;;;;;
EU_en_Pres3-100_86;electricity|coal|supplies|supply|consumption|prices|community|states|investment|demand|imports|toe|fuels|nuclear|NA|NA|NA|NA|NA;electricity;1;2;electrical industry;MT 6621 electrical and nuclear industries;66 ENERGY;
EU_en_Pres3-100_86;;coal;1;2;coal industry;MT 6611 coal and mining industries;66 ENERGY;
EU_en_Pres3-100_86;;supply;1;1;supply;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_86;;supply;1;1;supply;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_86;;consumption;1;1;consumption;MT 2026 consumption;20 TRADE;
EU_en_Pres3-100_86;;prices;1;1;prices;MT 2451 prices;24 FINANCE;
EU_en_Pres3-100_86;;State;1;1;State;MT 0406 political framework;04 POLITICS;
EU_en_Pres3-100_86;;investment;1;1;investment;MT 2426 financing and investment;24 FINANCE;
EU_en_Pres3-100_86;;demand;1;1;demand;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_86;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_86;;fuel;1;2;energy industry;MT 6606 energy policy;66 ENERGY;
EU_en_Pres3-100_86;;electricity supply;2;3;urban infrastructure;MT 2846 construction and town planning;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_86;;electricity supply;2;3;urban infrastructure;MT 2846 construction and town planning;28 SOCIAL QUESTIONS;
EU_en_Pres3-100_86;;;;;;;;
EU_en_Pres3-100_87;republic|trade|hellenic|economic|accession|additional|textile|Greece|article|negotiations|imports|communities|council|India|NA|NA|NA|NA|NA;republic;1;2;political system;MT 0406 political framework;04 POLITICS;
EU_en_Pres3-100_87;;economics;1;2;social sciences;MT 3611 humanities;36 SCIENCE;
EU_en_Pres3-100_87;;Greece;1;2;Southern Europe;MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography;72 GEOGRAPHY;
EU_en_Pres3-100_87;;import;1;2;trading operation;MT 2016 trade;20 TRADE;
EU_en_Pres3-100_87;;India;1;2;South Asia;MT 7226 Asia and Oceania || MT 7231 economic geography;72 GEOGRAPHY;
